"","x"
"160",0.962203781343006
"161",0.231629916572719
"162",0.962203781343926
"163",0.931699994793796
"164",0.962203781343926
"165",0.345356228249313
"166",0.960094018352761
"167",0.931699994793664
"168",0.960094018352761
"169",0.220383835503493
"170",0.220383835503493
"171",0.220383835503493
"172",0.332693679124899
"173",0.960094018352761
"174",0.931699994793796
"175",0.220383835503493
"176",0.960094018352761
"177",0.931699994793796
"178",0.332693679124899
"179",0.931699994793796
"180",0.931699994793796
"181",0.345356228249313
"182",0.332693679124899
"183",0.962203781343926
"184",0.931699994793796
"185",0.332693679124899
"186",0.875773576319594
"187",0.220383835503493
"188",0.220383835503493
"189",0.931699994793796
"190",0.127468407857601
"191",0.931699994793796
"192",0.931699994793796
"193",0.220383835503493
"194",0.931699994793796
"195",0.935679909505113
"196",0.960094018352761
"197",0.332693679124899
"198",0.962203781343926
"199",0.931699994793796
"200",0.220383835503493
"201",0.921566753087104
"202",0.931699994793796
"203",0.931699994793796
"204",0.921566753085274
"205",0.332693679124899
"206",0.931699994793796
"207",0.960094018350704
"208",0.127468407857601
"209",0.931699994793796
"210",0.931699994793796
"211",0.921566753087104
"212",0.960094018352761
"213",0.931699994793796
"214",0.220383835503493
"215",0.921566753087104
"216",0.962203781343925
"217",0.960094018352761
"218",0.931699994793796
"219",0.220383835503493
"220",0.220383835503493
"221",0.332693679124899
"222",0.220383835503493
"223",0.935679909505113
"224",0.931699994793796
"225",0.345356228249313
"226",0.960094018352761
"227",0.220383835503493
"228",0.960094018352761
"229",0.931699994790381
"230",0.220383835503493
"231",0.921566753087104
"232",0.332693679124899
"233",0.931699994793796
"234",0.935679909505113
"235",0.931699994793796
"236",0.195807806840011
"237",0.220383835503493
"238",0.960094018352761
"239",0.220383835503493
"240",0.931699994793796
"241",0.931699994793796
"242",0.220383835503493
"243",0.931699994793796
"244",0.220383835503493
"245",0.931699994793796
"246",0.931699994793796
"247",0.345356228249313
"248",0.931699994793796
"249",0.931699994793796
"250",0.931699994793796
"251",0.931699994793796
"252",0.220383835503493
"253",0.931699994793796
"254",0.962203781343926
"255",0.931699994793796
"256",0.960094018352761
"257",0.960094018352761
"258",0.931699994793796
"259",0.332693679124899
"260",0.960094018352761
"261",0.931699994793796
"262",0.935679909505113
"263",0.962203751509282
"264",0.962203781343926
"265",0.220383835503493
"266",0.220383835503493
"267",0.220383835503493
"268",0.931699994793796
"269",0.931699994793796
"270",0.962203781343926
"271",0.931699994793796
"272",0.960094018352761
"273",0.962203781343926
"274",0.220383835503493
"275",0.931699994793796
"276",0.960094018352761
"277",0.931699994793796
"278",0.195807806840011
"279",0.931699994793796
"280",0.931699994793796
"281",0.935678042937278
"282",0.931699994793796
"283",0.345356228249313
"284",0.960094018352761
"285",0.931699994793796
"286",0.931699994793721
"287",0.931699994793796
"288",0.931699994793796
"289",0.931699994793796
"290",0.960094018352761
"291",0.931699994793796
"292",0.931699994793796
"293",0.931699994793796
"294",0.921566753087104
"295",0.332693679124899
"296",0.332693679124899
"297",0.931699994793796
"298",0.931699994793796
"299",0.220383835503493
"300",0.921566753087104
"301",0.931699994793796
"302",0.332693679124899
"303",0.332693679124899
"304",0.231629916572719
"305",0.931699994793721
"306",0.875773576319594
"307",0.220383835503493
"308",0.220383835503493
"309",0.960094018351791
"310",0.931699994793796
"311",0.931693620949238
"312",0.960094018352761
"313",0.220383835503493
"314",0.921566753087104
"315",0.931699994793796
"316",0.921559513210073
"317",0.931699994793796
"318",0.345356228249313
"319",0.332693679124899
"320",0.962203781343006
"321",0.931699994793796
"322",0.875773576319594
"323",0.931699994793796
"324",0.931699994793796
"325",0.345356228249313
"326",0.875773576319594
"327",0.931699994793796
"328",0.931699994793796
"329",0.931693620949238
"330",0.960094018352761
"331",0.931699994793796
"332",0.220383835503493
"333",0.332693679124899
"334",0.931699994793796
"335",0.875773576319594
"336",0.931699994793796
"337",0.960094018352761
"338",0.931699994793796
"339",0.220383835503493
"340",0.220383835503493
"341",0.93169999479379
"342",0.931699994793796
"343",0.921566753087104
"344",0.195807806840011
"345",0.931699994793796
"346",0.345356228249313
"347",0.931699994793796
"348",0.220383835503493
"349",0.93169999479379
"350",0.931699994793796
"351",0.220383835503493
"352",0.345356228249313
"353",0.931699994793796
"354",0.931699994793796
"355",0.931699994793721
"356",0.921566753087104
"357",0.345356228249313
"358",0.931699994793796
"359",0.960094018352761
"360",0.332693679124899
"361",0.931699994793796
"362",0.931693620949238
"363",0.931699994793796
"364",0.875762679292631
"365",0.220383835503493
"366",0.931693620949238
"367",0.93169999479379
"368",0.332693679124899
"369",0.332693679124899
"370",0.332693679124899
"371",0.332693679124899
"372",0.332693679124899
"373",0.931699994793796
"374",0.921566753087104
"375",0.875773576319594
"376",0.220383835503493
"377",0.931699994793796
"378",0.962203773983532
"379",0.345356228249313
"380",0.220383835503493
"381",0.220383835503493
"382",0.960094018352761
"383",0.962203781343926
"384",0.960094018352761
"385",0.220383835503493
"386",0.962203781343926
"387",0.931699994793796
"388",0.931699994793796
"389",0.931699994793796
"390",0.935679909505113
"391",0.220383835503493
"392",0.960094018352761
"393",0.960094018352761
"394",0.962203781343926
"395",0.960094018352761
"396",0.345356228249313
"397",0.931699994793796
"398",0.931699994793796
"399",0.332693679124899
"400",0.931699994793796
"401",0.931699994793796
"402",0.931699994793796
"403",0.220383835503493
"404",0.345356228249313
"405",0.195807806840011
"406",0.931699994793796
"407",0.931699994793796
"408",0.875773576319594
"409",0.960094018352761
"410",0.931699994793796
"411",0.931699994793796
"412",0.931699994793796
"413",0.960094018352761
"414",0.931699994793796
"415",0.935679909505113
"416",0.931699994793796
"417",0.332693679124899
"418",0.220383835503493
"419",0.962203781343926
"420",0.935679909505113
"421",0.962203781343926
"422",0.921566753087104
"423",0.962203781343926
"424",0.931699994793796
"425",0.875773576319594
"426",0.220383835503493
"427",0.962203781343926
"428",0.332693679124899
"429",0.931699994793796
"430",0.220383835503493
"431",0.332693679124899
"432",0.962203781343926
"433",0.935679909505113
"434",0.962203781343006
"435",0.931699994793796
"436",0.220383835503493
"437",0.931699994793796
"438",0.931699994793796
"439",0.231629916572719
"440",0.220383835503493
"441",0.220383835503493
"442",0.960094018351791
"443",0.195807806840011
"444",0.960094018352761
"445",0.962203781343926
"446",0.220383835503493
"447",0.962203781343006
"448",0.332693679124899
"449",0.931699994793796
"450",0.220383835503493
"451",0.931699994793796
"452",0.921566753087104
"453",0.332693679124899
"454",0.345356228249313
"455",0.931699994793796
"456",0.931699994793796
"457",0.935679909505113
"458",0.345356228249313
"459",0.931699994793796
"460",0.921566753087104
"461",0.960094018352761
"462",0.935679909505113
"463",0.931693620949238
"464",0.921566753087104
"465",0.220383835503493
"466",0.931699994793796
"467",0.921566753087104
"468",0.96009018077105
"469",0.962203781343926
"470",0.931699994793796
"471",0.332693679124899
"472",0.931699994793796
"473",0.345356228249313
"474",0.875762679292631
"475",0.962203781343926
"476",0.931699994793796
"477",0.931699994793796
"478",0.931693620949238
"479",0.931693620949238
"480",0.960094018352761
"481",0.195807806840011
"482",0.962203781343926
"483",0.127468407857601
"484",0.931699994793796
"485",0.875773576319594
"486",0.220383835503493
"487",0.931699994793721
"488",0.931699994793796
"489",0.931699994793796
"490",0.220383835503493
"491",0.220383835503493
"492",0.931693620949238
"493",0.220383835503493
"494",0.921566753087104
"495",0.220383835503493
"496",0.931699994793796
"497",0.960094018352681
"498",0.931699994793796
"499",0.931699994793796
"500",0.921566753083224
"501",0.931699994793796
"502",0.332693679124899
"503",0.921566753087104
"504",0.960094018352761
"505",0.345356228249313
"506",0.345356228249313
"507",0.220383835503493
"508",0.332693679124899
"509",0.931699994793796
"510",0.220383835503493
"511",0.935679909505042
"512",0.931699994793721
"513",0.960094018352761
"514",0.960094018352761
"515",0.931699994793796
"516",0.345356228249313
"517",0.931699994793796
"518",0.921566753087104
"519",0.332693679124899
"520",0.220383835503493
"521",0.332693679124899
"522",0.931699994793796
"523",0.931699994793796
"524",0.96009018077105
"525",0.345356228249313
"526",0.931699994793796
"527",0.960094018352681
"528",0.220383835503493
"529",0.931699994793796
"530",0.931699994793796
"531",0.332693679124899
"532",0.332693679124899
"533",0.960094018350704
"534",0.875762679292631
"535",0.931699994793796
"536",0.962203781343926
"537",0.220383835503493
"538",0.960094018352761
"539",0.931699994793796
"540",0.345356228249313
"541",0.220383835503493
"542",0.931699994792185
"543",0.931699994793796
"544",0.875773576319594
"545",0.345356228249313
"546",0.931699994793796
"547",0.931699994793796
"548",0.931699994793796
"549",0.931699994793721
"550",0.962203781343926
"551",0.962203781343926
"552",0.345356228249313
"553",0.220383835503493
"554",0.931699994793796
"555",0.220383835503493
"556",0.931699994793796
"557",0.931699994793796
"558",0.931699994793796
"559",0.921566753087104
"560",0.931699994793796
"561",0.921566753086954
"562",0.220383835503493
"563",0.931699994793796
"564",0.345356228249313
"565",0.931699994793796
"566",0.960094018352681
"567",0.220383835503493
"568",0.931699994793796
"569",0.931699994793796
"570",0.332693679124899
"571",0.931699994793796
"572",0.931699994793721
"573",0.332693679124899
"574",0.931699994793796
"575",0.931699994793796
"576",0.96009018077105
"577",0.931699994793796
"578",0.231629916572719
"579",0.93169999479379
"580",0.127468407857601
"581",0.332693679124899
"582",0.220383835503493
"583",0.220383835503493
"584",0.962203781343926
"585",0.220383835503493
"586",0.931699994793796
"587",0.931699994793796
"588",0.931699994793796
"589",0.931699994793796
"590",0.921566753087104
"591",0.231629916572719
"592",0.931699994793721
"593",0.931699994793796
"594",0.960094018352761
"595",0.231629916572719
"596",0.931699994793796
"597",0.931699994793796
"598",0.220383835503493
"599",0.962203781343926
"600",0.931699994793796
"601",0.931699994793796
"602",0.931699994793796
"603",0.931699994793796
"604",0.931699994793796
"605",0.931699994793796
"606",0.921566753087104
"607",0.931699994793796
"608",0.962203781343926
"609",0.931699994793796
"610",0.935679909505113
"611",0.921566753087104
"612",0.931699994793796
"613",0.931699994793796
"614",0.931699994793721
"615",0.220383835503493
"616",0.220383835503493
"617",0.931699994793796
"618",0.875773574131676
"619",0.931699994793796
"620",0.332693679124899
"621",0.345356228249313
"622",0.935679909505042
"623",0.220383835503493
"624",0.960094018352761
"625",0.931693620949238
"626",0.345356228249313
"627",0.931699994793796
"628",0.931699994793796
"629",0.220383835503493
"630",0.931699994793796
"631",0.220383835503493
"632",0.931699994793796
"633",0.931699994793796
"634",0.93169999479379
"635",0.921566753087104
"636",0.931699994793664
"637",0.931699994793796
"638",0.220383835503493
"639",0.931699994793796
"640",0.960094018352761
"641",0.220383835503493
"642",0.220383835503493
"643",0.220383835503493
"644",0.931699994793796
"645",0.931699994793796
"646",0.220383835503493
"647",0.962203781343926
"648",0.220383835503493
"649",0.931699994793796
"650",0.93169999479379
"651",0.931699994793796
"652",0.220383835503493
"653",0.220383835503493
"654",0.220383835503493
"655",0.931699994793796
"656",0.220383835503493
"657",0.962203781343926
"658",0.931699994793796
"659",0.220383835503493
"660",0.931699994793796
"661",0.332693679124899
"662",0.931699994793796
"663",0.931699994793721
"664",0.931699994793796
"665",0.931699994793796
"666",0.931699994793796
"667",0.931699994793796
"668",0.931699994793796
"669",0.931699994793796
"670",0.931699994793796
"671",0.931699994793796
"672",0.931699994793796
"673",0.931699994793796
"674",0.220383835503493
"675",0.931699994793796
"676",0.220383835503493
"677",0.345356228249313
"678",0.332693679124899
"679",0.220383835503493
"680",0.931699994793796
"681",0.960094018352761
"682",0.931699994793796
"683",0.93169999479379
"684",0.960094018352761
"685",0.931699994793796
"686",0.931699994793796
"687",0.960094018352761
"688",0.931699994793796
"689",0.931699994793796
"690",0.931699994793796
"691",0.220383835503493
"692",0.195807806840011
"693",0.931699994793796
"694",0.960094018352761
"695",0.960094018352761
"696",0.220383835503493
"697",0.332693679124899
"698",0.931699994793796
"699",0.931699994793796
"700",0.960094018352761
"701",0.220383835503493
"702",0.931699994793796
"703",0.220383835503493
"704",0.931699994793796
"705",0.220383835503493
"706",0.931699994793796
"707",0.931699994793796
"708",0.931699994793796
"709",0.931699994793664
"710",0.962203781343926
"711",0.220383835503493
"712",0.931699994793796
"713",0.931699994793796
"714",0.220383835503493
"715",0.931699994793796
"716",0.931699994793796
"717",0.231629916572719
"718",0.931699994793796
"719",0.332693679124899
"720",0.220383835503493
"721",0.931699994793796
"722",0.931699994793796
"723",0.931699994793796
"724",0.960094018352761
"725",0.220383835503493
"726",0.931699994793796
"727",0.921566753087104
"728",0.220383835503493
"729",0.921566753087104
"730",0.931699994793796
"731",0.960094018352761
"732",0.960094018352761
"733",0.931699994793796
"734",0.960094018352761
"735",0.931699994793796
"736",0.931699994793796
"737",0.931699994793796
"738",0.332693679124899
"739",0.93169999479379
"740",0.931699994793796
"741",0.931699994793796
"742",0.220383835503493
"743",0.931699994793796
"744",0.931699994793796
"745",0.921566753087096
"746",0.220383835503493
"747",0.931699994793796
"748",0.220383835503493
"749",0.931699994793796
"750",0.931699994793796
"751",0.127468407857601
"752",0.931699994793796
"753",0.931699994793796
"754",0.931699994793796
"755",0.931699994793796
"756",0.931699994793796
"757",0.220383835503493
"758",0.220383835503493
"759",0.220383835503493
"760",0.332693679124899
"761",0.962203781343926
"762",0.931699994793796
"763",0.931699994793796
"764",0.875773576319594
"765",0.931699994793796
"766",0.931699994793796
"767",0.931699994793796
"768",0.935679909505113
"769",0.931699994793796
"770",0.931699994793796
"771",0.220383835503493
"772",0.220383835503493
"773",0.931699994793796
"774",0.931699994793796
"775",0.220383835503493
"776",0.220383835503493
"777",0.220383835503493
"778",0.220383835503493
"779",0.921566753087104
"780",0.220383835503493
"781",0.220383835503493
"782",0.931699994793664
"783",0.220383835503493
"784",0.962203781343926
"785",0.960094018352715
"786",0.220383835503493
"787",0.93169999479379
"788",0.332693679124899
"789",0.931699994793796
"790",0.93169999479379
"791",0.960094018352761
"792",0.931699994793796
"793",0.931699994793796
"794",0.93169999479379
"795",0.931699994793796
"796",0.931699994793796
"797",0.931699994793796
"798",0.960094018352761
"799",0.931699994793796
"800",0.220383835503493
"801",0.935679909505113
"802",0.931699994793796
"803",0.931699994793796
"804",0.931699994793796
"805",0.931699994793796
"806",0.931699994793796
"807",0.931699994793796
"808",0.931699994793796
"809",0.931699994793796
"810",0.220383835503493
"811",0.931699994793721
"812",0.931699994793796
"813",0.220383835503493
"814",0.931699994793796
"815",0.931699994793796
"816",0.220383835503493
"817",0.931699994793796
"818",0.875773576319594
"819",0.931699994793796
"820",0.931699994793796
"821",0.931699994793796
"822",0.931699994793796
"823",0.931699994793796
"824",0.220383835503493
"825",0.931699994793796
"826",0.931699994793796
"827",0.962203781343926
"828",0.93169999479379
"829",0.93169999479379
"830",0.931699994793796
"831",0.931699994793796
"832",0.93169999479379
"833",0.931699994793796
"834",0.931699994793796
"835",0.931699994793796
"836",0.935679909505113
"837",0.931699994793796
"838",0.931699994793796
"839",0.931699994793721
"840",0.931699994793796
"841",0.220383835503493
"842",0.220383835503493
"843",0.93169999479379
"844",0.220383835503493
"845",0.220383835503493
"846",0.220383835503493
"847",0.93169999479379
"848",0.220383835503493
"849",0.931699994793796
"850",0.931699994793796
"851",0.931699994793796
"852",0.931699994793796
"853",0.931699994793796
"854",0.931699994793796
"855",0.931699994793796
"856",0.931699994793796
"857",0.931699994793796
"858",0.931699994793796
"859",0.345356228249313
"860",0.931699994793796
"861",0.931699994793796
"862",0.931699994793796
"863",0.93169999479379
"864",0.931699994793796
"865",0.931699994793796
"866",0.931699994793796
"867",0.931699994793796
"868",0.931699994793796
"869",0.931699994793796
"870",0.931699994793796
"871",0.931699994793796
"872",0.931699994793796
"873",0.220383835503493
"874",0.220383835503493
"875",0.931699994793796
"876",0.931699994793721
"877",0.931699994793796
"878",0.220383835503493
"879",0.931699994793796
"880",0.220383835503493
"881",0.931699994793796
"882",0.220383835503493
"883",0.931699994793796
"884",0.931699994793796
"885",0.931699994793796
"886",0.931699994793796
"887",0.931699994793796
"888",0.931699994793796
"889",0.931699994793796
"890",0.345356228249313
"891",0.931699994793796
"892",0.931699994793796
"893",0.931699994793796
"894",0.931699994793796
"895",0.931699994793796
"896",0.931699994793796
"897",0.220383835503493
"898",0.220383835503493
"899",0.93169999479379
"900",0.931699994793796
"901",0.931699994793796
"902",0.220383835503493
"903",0.931699994793796
"904",0.931699994793796
"905",0.931699994793796
"906",0.931699994793796
"907",0.931699994793796
"908",0.220383835503493
"909",0.93169999479379
"910",0.931699994793796
"911",0.93169999479379
"912",0.931699994793796
"913",0.93169999479379
"914",0.931699994793796
"915",0.931699994793796
"916",0.931699994793796
"917",0.931699994793796
"918",0.931699994793796
"919",0.931699994793796
"920",0.931699994793796
"921",0.220383835503493
"922",0.931699994793796
"923",0.931699994793796
"924",0.931699994793796
"925",0.931699994793796
"926",0.931699994793796
"927",0.220383835503493
"928",0.931699994793796
"929",0.220383835503493
"930",0.931699994793796
"931",0.931699994793796
"932",0.931699994793796
"933",0.931699994793796
"934",0.220383835503493
"935",0.220383835503493
"936",0.931699994793796
"937",0.931699994793796
"938",0.220383835503493
"939",0.931699994793796
"940",0.931699994793796
"941",0.220383835503493
"942",0.931699994793796
"943",0.931699994793796
"944",0.931699994793796
"945",0.931699994793796
"946",0.931699994793796
"947",0.931699994793796
"948",0.931699994793796
"949",0.931699994793796
"950",0.931699994793796
"951",0.931699994793796
"952",0.931699994793796
"953",0.931699994793796
"954",0.220383835503493
"955",0.220383835503493
"956",0.931699994793796
"957",0.220383835503493
"958",0.931699994793796
"959",0.931699994793796
"960",0.931699994793796
"961",0.931699994793796
"962",0.931699994793796
"963",0.931699994793796
"964",0.931699994793796
"965",0.931699994793796
"966",0.931699994793796
"967",0.931699994793796
