household_key,probability
176,0.960094018
177,0.220383836
178,0.220383836
179,0.220383836
180,0.332693679
181,0.960094018
182,0.931699995
183,0.220383836
184,0.960094018
185,0.931699995
187,0.332693679
188,0.931699995
189,0.931699995
190,0.345356228
191,0.332693679
192,0.962203781
193,0.931699995
194,0.332693679
195,0.875773576
196,0.220383836
197,0.220383836
198,0.931699995
199,0.127468408
200,0.931699995
201,0.931699995
202,0.220383836
203,0.931699995
204,0.93567991
205,0.960094018
206,0.332693679
207,0.962203781
208,0.931699995
209,0.220383836
210,0.921566753
211,0.931699995
212,0.931699995
213,0.921566753
214,0.332693679
215,0.931699995
216,0.960094018
217,0.127468408
218,0.931699995
219,0.931699995
220,0.921566753
221,0.960094018
222,0.931699995
223,0.220383836
224,0.921566753
225,0.962203781
226,0.960094018
227,0.931699995
228,0.220383836
229,0.220383836
230,0.332693679
232,0.220383836
233,0.93567991
234,0.931699995
235,0.345356228
236,0.960094018
237,0.220383836
238,0.960094018
239,0.931699995
240,0.220383836
241,0.921566753
242,0.332693679
243,0.931699995
244,0.93567991
245,0.931699995
246,0.195807807
247,0.220383836
248,0.960094018
249,0.220383836
250,0.931699995
251,0.931699995
253,0.220383836
254,0.931699995
255,0.220383836
256,0.931699995
257,0.931699995
258,0.345356228
259,0.931699995
260,0.931699995
261,0.931699995
262,0.931699995
263,0.220383836
264,0.931699995
265,0.962203781
266,0.931699995
267,0.960094018
268,0.960094018
269,0.931699995
270,0.332693679
271,0.960094018
273,0.931699995
274,0.93567991
275,0.962203752
276,0.962203781
277,0.220383836
278,0.220383836
279,0.220383836
280,0.931699995
281,0.931699995
282,0.962203781
283,0.931699995
284,0.960094018
285,0.962203781
286,0.220383836
287,0.931699995
288,0.960094018
289,0.931699995
290,0.195807807
291,0.931699995
292,0.931699995
293,0.935678043
294,0.931699995
296,0.345356228
297,0.960094018
299,0.931699995
300,0.931699995
301,0.931699995
302,0.931699995
303,0.931699995
304,0.960094018
305,0.931699995
306,0.931699995
307,0.931699995
308,0.921566753
309,0.332693679
310,0.332693679
311,0.931699995
312,0.931699995
314,0.220383836
315,0.921566753
316,0.931699995
317,0.332693679
318,0.332693679
319,0.231629917
320,0.931699995
321,0.875773576
322,0.220383836
323,0.220383836
324,0.960094018
325,0.931699995
326,0.931693621
327,0.960094018
328,0.220383836
329,0.921566753
330,0.931699995
331,0.921559513
332,0.931699995
333,0.345356228
334,0.332693679
335,0.962203781
336,0.931699995
337,0.875773576
338,0.931699995
339,0.931699995
340,0.345356228
341,0.875773576
342,0.931699995
343,0.931699995
344,0.931693621
345,0.960094018
346,0.931699995
347,0.220383836
348,0.332693679
349,0.931699995
350,0.875773576
351,0.931699995
352,0.960094018
353,0.931699995
354,0.220383836
356,0.220383836
357,0.931699995
358,0.931699995
360,0.921566753
361,0.195807807
362,0.931699995
363,0.345356228
364,0.931699995
365,0.220383836
366,0.931699995
367,0.931699995
368,0.220383836
369,0.345356228
370,0.931699995
371,0.931699995
373,0.931699995
374,0.921566753
375,0.345356228
376,0.931699995
377,0.960094018
378,0.332693679
380,0.931699995
381,0.931693621
382,0.931699995
383,0.875762679
384,0.220383836
385,0.931693621
386,0.931699995
387,0.332693679
388,0.332693679
389,0.332693679
390,0.332693679
391,0.332693679
392,0.931699995
393,0.921566753
394,0.875773576
395,0.220383836
396,0.931699995
397,0.962203774
398,0.345356228
399,0.220383836
400,0.220383836
401,0.960094018
402,0.962203781
403,0.960094018
404,0.220383836
405,0.962203781
406,0.931699995
407,0.931699995
408,0.931699995
409,0.93567991
410,0.220383836
411,0.960094018
412,0.960094018
413,0.962203781
414,0.960094018
415,0.345356228
416,0.931699995
417,0.931699995
418,0.332693679
419,0.931699995
420,0.931699995
421,0.931699995
422,0.220383836
423,0.345356228
424,0.195807807
425,0.931699995
426,0.931699995
427,0.875773576
428,0.960094018
429,0.931699995
430,0.931699995
431,0.931699995
432,0.960094018
433,0.931699995
434,0.93567991
435,0.931699995
436,0.332693679
437,0.220383836
438,0.962203781
439,0.93567991
441,0.962203781
442,0.921566753
443,0.962203781
444,0.931699995
445,0.875773576
446,0.220383836
447,0.962203781
448,0.332693679
449,0.931699995
450,0.220383836
451,0.332693679
452,0.962203781
453,0.93567991
454,0.962203781
455,0.931699995
456,0.220383836
457,0.931699995
458,0.931699995
459,0.231629917
460,0.220383836
461,0.220383836
462,0.960094018
463,0.195807807
464,0.960094018
465,0.962203781
466,0.220383836
467,0.962203781
468,0.332693679
469,0.931699995
470,0.220383836
471,0.931699995
472,0.921566753
473,0.332693679
474,0.345356228
475,0.931699995
476,0.931699995
477,0.93567991
478,0.345356228
479,0.931699995
480,0.921566753
481,0.960094018
482,0.93567991
483,0.931693621
484,0.921566753
485,0.220383836
486,0.931699995
487,0.921566753
488,0.960090181
489,0.962203781
490,0.931699995
491,0.332693679
492,0.931699995
493,0.345356228
495,0.875762679
496,0.962203781
497,0.931699995
498,0.931699995
499,0.931693621
501,0.931693621
502,0.960094018
503,0.195807807
504,0.962203781
505,0.127468408
506,0.931699995
507,0.875773576
508,0.220383836
509,0.931699995
510,0.931699995
511,0.931699995
512,0.220383836
513,0.220383836
514,0.931693621
515,0.220383836
516,0.921566753
517,0.220383836
518,0.931699995
519,0.960094018
520,0.931699995
521,0.931699995
523,0.921566753
524,0.931699995
525,0.332693679
526,0.921566753
527,0.960094018
528,0.345356228
529,0.345356228
530,0.220383836
531,0.332693679
532,0.931699995
533,0.220383836
534,0.93567991
535,0.931699995
536,0.960094018
537,0.960094018
538,0.931699995
539,0.345356228
540,0.931699995
541,0.921566753
542,0.332693679
543,0.220383836
544,0.332693679
545,0.931699995
546,0.931699995
547,0.960090181
548,0.345356228
549,0.931699995
550,0.960094018
551,0.220383836
552,0.931699995
553,0.931699995
554,0.332693679
557,0.332693679
558,0.960094018
560,0.875762679
561,0.931699995
562,0.962203781
563,0.220383836
564,0.960094018
565,0.931699995
566,0.345356228
567,0.220383836
568,0.931699995
569,0.931699995
570,0.875773576
571,0.345356228
572,0.931699995
573,0.931699995
574,0.931699995
575,0.931699995
576,0.962203781
577,0.962203781
578,0.345356228
579,0.220383836
580,0.931699995
581,0.220383836
582,0.931699995
583,0.931699995
585,0.931699995
586,0.921566753
587,0.931699995
588,0.921566753
589,0.220383836
590,0.931699995
591,0.345356228
592,0.931699995
593,0.960094018
594,0.220383836
595,0.931699995
596,0.931699995
597,0.332693679
598,0.931699995
599,0.931699995
600,0.332693679
601,0.931699995
602,0.931699995
603,0.960090181
604,0.931699995
605,0.231629917
606,0.931699995
607,0.127468408
608,0.332693679
609,0.220383836
610,0.220383836
611,0.962203781
612,0.220383836
613,0.931699995
614,0.931699995
615,0.931699995
616,0.931699995
617,0.921566753
618,0.231629917
619,0.931699995
620,0.931699995
621,0.960094018
622,0.231629917
623,0.931699995
624,0.931699995
625,0.220383836
626,0.962203781
627,0.931699995
628,0.931699995
629,0.931699995
630,0.931699995
631,0.931699995
632,0.931699995
633,0.921566753
635,0.931699995
636,0.962203781
637,0.931699995
638,0.93567991
639,0.921566753
640,0.931699995
641,0.931699995
642,0.931699995
643,0.220383836
644,0.220383836
645,0.931699995
646,0.875773574
647,0.931699995
648,0.332693679
649,0.345356228
650,0.93567991
651,0.220383836
652,0.960094018
653,0.931693621
654,0.345356228
655,0.931699995
656,0.931699995
657,0.220383836
658,0.931699995
659,0.220383836
660,0.931699995
661,0.931699995
662,0.931699995
663,0.921566753
664,0.931699995
665,0.931699995
666,0.220383836
667,0.931699995
668,0.960094018
669,0.220383836
670,0.220383836
671,0.220383836
672,0.931699995
673,0.931699995
674,0.220383836
675,0.962203781
676,0.220383836
677,0.931699995
678,0.931699995
679,0.931699995
680,0.220383836
681,0.220383836
682,0.220383836
683,0.931699995
684,0.220383836
685,0.962203781
686,0.931699995
687,0.220383836
688,0.931699995
690,0.332693679
691,0.931699995
692,0.931699995
693,0.931699995
694,0.931699995
695,0.931699995
696,0.931699995
697,0.931699995
698,0.931699995
699,0.931699995
700,0.931699995
701,0.931699995
702,0.931699995
703,0.220383836
704,0.931699995
705,0.220383836
706,0.345356228
707,0.332693679
708,0.220383836
709,0.931699995
710,0.960094018
711,0.931699995
712,0.931699995
713,0.960094018
714,0.931699995
715,0.931699995
716,0.960094018
717,0.931699995
718,0.931699995
719,0.931699995
720,0.220383836
721,0.195807807
722,0.931699995
723,0.960094018
724,0.960094018
725,0.220383836
726,0.332693679
727,0.931699995
728,0.931699995
729,0.960094018
730,0.220383836
731,0.931699995
732,0.220383836
733,0.931699995
734,0.220383836
735,0.931699995
736,0.931699995
737,0.931699995
738,0.931699995
740,0.962203781
741,0.220383836
742,0.931699995
743,0.931699995
744,0.220383836
745,0.931699995
746,0.931699995
747,0.231629917
748,0.931699995
749,0.332693679
750,0.220383836
751,0.931699995
752,0.931699995
753,0.931699995
754,0.960094018
755,0.220383836
756,0.931699995
757,0.921566753
758,0.220383836
759,0.921566753
760,0.931699995
761,0.960094018
762,0.960094018
763,0.931699995
764,0.960094018
765,0.931699995
766,0.931699995
767,0.931699995
768,0.332693679
769,0.931699995
770,0.931699995
771,0.931699995
772,0.220383836
773,0.931699995
774,0.931699995
775,0.921566753
776,0.220383836
777,0.931699995
778,0.220383836
779,0.931699995
780,0.931699995
781,0.127468408
782,0.931699995
783,0.931699995
784,0.931699995
785,0.931699995
786,0.931699995
787,0.220383836
788,0.220383836
789,0.220383836
790,0.332693679
791,0.962203781
792,0.931699995
793,0.931699995
794,0.875773576
795,0.931699995
796,0.931699995
797,0.931699995
798,0.93567991
799,0.931699995
800,0.931699995
801,0.220383836
802,0.220383836
803,0.931699995
804,0.931699995
805,0.220383836
806,0.220383836
807,0.220383836
808,0.220383836
809,0.921566753
810,0.220383836
811,0.220383836
812,0.931699995
813,0.220383836
814,0.962203781
815,0.960094018
816,0.220383836
817,0.931699995
818,0.332693679
819,0.931699995
820,0.931699995
821,0.960094018
822,0.931699995
823,0.931699995
824,0.931699995
825,0.931699995
826,0.931699995
827,0.931699995
828,0.960094018
829,0.931699995
830,0.220383836
831,0.93567991
832,0.931699995
833,0.931699995
834,0.931699995
835,0.931699995
836,0.931699995
837,0.931699995
838,0.931699995
839,0.931699995
840,0.220383836
841,0.931699995
842,0.931699995
843,0.220383836
844,0.931699995
845,0.931699995
846,0.220383836
847,0.931699995
848,0.875773576
849,0.931699995
850,0.931699995
851,0.931699995
852,0.931699995
853,0.931699995
854,0.220383836
855,0.931699995
856,0.931699995
857,0.962203781
858,0.931699995
859,0.931699995
860,0.931699995
861,0.931699995
862,0.931699995
863,0.931699995
864,0.931699995
865,0.931699995
866,0.93567991
867,0.931699995
868,0.931699995
869,0.931699995
871,0.931699995
872,0.220383836
873,0.220383836
874,0.931699995
875,0.220383836
876,0.220383836
877,0.220383836
878,0.931699995
879,0.220383836
880,0.931699995
881,0.931699995
882,0.931699995
883,0.931699995
884,0.931699995
885,0.931699995
886,0.931699995
887,0.931699995
888,0.931699995
889,0.931699995
890,0.345356228
891,0.931699995
892,0.931699995
893,0.931699995
894,0.931699995
895,0.931699995
896,0.931699995
897,0.931699995
898,0.931699995
899,0.931699995
900,0.931699995
901,0.931699995
902,0.931699995
903,0.931699995
904,0.220383836
905,0.220383836
906,0.931699995
907,0.931699995
908,0.931699995
909,0.220383836
910,0.931699995
911,0.220383836
912,0.931699995
913,0.220383836
914,0.931699995
915,0.931699995
916,0.931699995
917,0.931699995
918,0.931699995
919,0.931699995
920,0.931699995
921,0.345356228
922,0.931699995
923,0.931699995
924,0.931699995
925,0.931699995
926,0.931699995
927,0.931699995
928,0.220383836
929,0.220383836
930,0.931699995
931,0.931699995
932,0.931699995
933,0.220383836
934,0.931699995
935,0.931699995
936,0.931699995
937,0.931699995
938,0.931699995
939,0.220383836
940,0.931699995
941,0.931699995
942,0.931699995
943,0.931699995
944,0.931699995
945,0.931699995
946,0.931699995
947,0.931699995
949,0.931699995
950,0.931699995
951,0.931699995
952,0.931699995
953,0.220383836
954,0.931699995
955,0.931699995
956,0.931699995
957,0.931699995
958,0.931699995
959,0.220383836
960,0.931699995
961,0.220383836
962,0.931699995
963,0.931699995
964,0.931699995
965,0.931699995
966,0.220383836
967,0.220383836
968,0.931699995
969,0.931699995
970,0.220383836
971,0.931699995
972,0.931699995
973,0.220383836
974,0.931699995
975,0.931699995
976,0.931699995
977,0.931699995
978,0.931699995
979,0.931699995
980,0.931699995
981,0.931699995
982,0.931699995
983,0.931699995
984,0.931699995
985,0.931699995
986,0.220383836
987,0.220383836
988,0.931699995
989,0.220383836
991,0.931699995
992,0.931699995
993,0.931699995
994,0.931699995
995,0.931699995
996,0.931699995
997,0.931699995
998,0.931699995
999,0.931699995
1000,0.931699995
