household_key,probability
674,0.148290221
675,0.952333907
676,0.148290221
677,0.914571763
678,0.914571763
679,0.914571763
680,0.148290221
681,0.148290221
682,0.148290221
683,0.914571763
684,0.148290221
685,0.952333907
686,0.914571763
687,0.148290221
688,0.914571763
690,0.234931649
691,0.914571763
692,0.914571763
693,0.914571763
694,0.914571763
695,0.914571763
696,0.914571763
697,0.914571763
698,0.914571763
699,0.914571763
700,0.914571763
701,0.914571763
702,0.914571763
703,0.148290221
704,0.914571763
705,0.148290221
706,0.245240767
707,0.234931649
708,0.148290221
709,0.914571763
710,0.949702013
711,0.914571763
712,0.914571763
713,0.949702013
714,0.914571763
715,0.914571763
716,0.949702013
717,0.914571763
718,0.914571763
719,0.914571763
720,0.148290221
721,0.130408896
722,0.914571763
723,0.949702013
724,0.949702013
725,0.148290221
726,0.234931649
727,0.914571763
728,0.914571763
729,0.949702013
730,0.148290221
731,0.914571763
732,0.148290221
733,0.914571763
734,0.148290221
735,0.914571763
736,0.914571763
737,0.914571763
738,0.914571763
740,0.952333907
741,0.148290221
742,0.914571763
743,0.914571763
744,0.148290221
745,0.914571763
746,0.914571763
747,0.156596357
748,0.914571763
749,0.234931649
750,0.148290221
751,0.914571763
752,0.914571763
753,0.914571763
754,0.949702013
755,0.148290221
756,0.914571763
757,0.90216416
758,0.148290221
759,0.90216416
760,0.914571763
761,0.949702013
762,0.949702013
763,0.914571763
764,0.949702013
765,0.914571763
766,0.914571763
767,0.914571763
768,0.234931649
769,0.914571763
770,0.914571763
771,0.914571763
772,0.148290221
773,0.914571763
774,0.914571763
775,0.90216416
776,0.148290221
777,0.914571763
778,0.148290221
779,0.914571763
780,0.914571763
781,0.082551518
782,0.914571763
783,0.914571763
784,0.914571763
785,0.914571763
786,0.914571763
787,0.148290221
788,0.148290221
789,0.148290221
790,0.234931649
791,0.952333907
792,0.914571763
793,0.914571763
794,0.846924451
795,0.914571763
796,0.914571763
797,0.914571763
798,0.919463484
799,0.914571763
800,0.914571763
801,0.148290221
802,0.148290221
803,0.914571763
804,0.914571763
805,0.148290221
806,0.148290221
807,0.148290221
808,0.148290221
809,0.90216416
810,0.148290221
811,0.148290221
812,0.914571763
813,0.148290221
814,0.952333907
815,0.949702013
816,0.148290221
817,0.914571763
818,0.234931649
819,0.914571763
820,0.914571763
821,0.949702013
822,0.914571763
823,0.914571763
824,0.914571763
825,0.914571763
826,0.914571763
827,0.914571763
828,0.949702013
829,0.914571763
830,0.148290221
831,0.919463484
832,0.914571763
833,0.914571763
834,0.914571763
835,0.914571763
836,0.914571763
837,0.914571763
838,0.914571763
839,0.914571763
840,0.148290221
841,0.914571763
842,0.914571763
843,0.148290221
844,0.914571763
845,0.914571763
846,0.148290221
847,0.914571763
848,0.846924451
849,0.914571763
850,0.914571763
851,0.914571763
852,0.914571763
853,0.914571763
854,0.148290221
855,0.914571763
856,0.914571763
857,0.952333907
858,0.914571763
859,0.914571763
860,0.914571763
861,0.914571763
862,0.914571763
863,0.914571763
864,0.914571763
865,0.914571763
866,0.919463484
867,0.914571763
868,0.914571763
869,0.914571763
871,0.914571763
872,0.148290221
873,0.148290221
874,0.914571763
875,0.148290221
876,0.148290221
877,0.148290221
878,0.914571763
879,0.148290221
880,0.914571763
881,0.914571763
882,0.914571763
883,0.914571763
884,0.914571763
885,0.914571763
886,0.914571763
887,0.914571763
888,0.914571763
889,0.914571763
890,0.245240767
891,0.914571763
892,0.914571763
893,0.914571763
894,0.914571763
895,0.914571763
896,0.914571763
897,0.914571763
898,0.914571763
899,0.914571763
900,0.914571763
901,0.914571763
902,0.914571763
903,0.914571763
904,0.148290221
905,0.148290221
906,0.914571763
907,0.914571763
908,0.914571763
909,0.148290221
910,0.914571763
911,0.148290221
912,0.914571763
913,0.148290221
914,0.914571763
915,0.914571763
916,0.914571763
917,0.914571763
918,0.914571763
919,0.914571763
920,0.914571763
921,0.245240767
922,0.914571763
923,0.914571763
924,0.914571763
925,0.914571763
926,0.914571763
927,0.914571763
928,0.148290221
929,0.148290221
930,0.914571763
931,0.914571763
932,0.914571763
933,0.148290221
934,0.914571763
935,0.914571763
936,0.914571763
937,0.914571763
938,0.914571763
939,0.148290221
940,0.914571763
941,0.914571763
942,0.914571763
943,0.914571763
944,0.914571763
945,0.914571763
946,0.914571763
947,0.914571763
949,0.914571763
950,0.914571763
951,0.914571763
952,0.914571763
953,0.148290221
954,0.914571763
955,0.914571763
956,0.914571763
957,0.914571763
958,0.914571763
959,0.148290221
960,0.914571763
961,0.148290221
962,0.914571763
963,0.914571763
964,0.914571763
965,0.914571763
966,0.148290221
967,0.148290221
968,0.914571763
969,0.914571763
970,0.148290221
971,0.914571763
972,0.914571763
973,0.148290221
974,0.914571763
975,0.914571763
976,0.914571763
977,0.914571763
978,0.914571763
979,0.914571763
980,0.914571763
981,0.914571763
982,0.914571763
983,0.914571763
984,0.914571763
985,0.914571763
986,0.148290221
987,0.148290221
988,0.914571763
989,0.148290221
991,0.914571763
992,0.914571763
993,0.914571763
994,0.914571763
995,0.914571763
996,0.914571763
997,0.914571763
998,0.914571763
999,0.914571763
1000,0.914571763
